Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
001080153,RA13,00032137,Medical Incident,04/17/2000,04/17/2000,04/17/2000 01:14:38 PM,04/17/2000 01:16:01 PM,04/17/2000 01:17:29 PM,04/17/2000 01:19:28 PM,04/17/2000 01:29:24 PM,04/17/2000 02:11:34 PM,04/17/2000 02:34:56 PM,Other,04/17/2000 02:52:15 PM,500 Block of MARKET ST,SF,94104,B03,02,2109,1,1,2,false,,1,AIRPORT,1,1,3,Financial District/South Beach,"(37.7890636112201, -122.40180312648)",001080153-RA13
001080154,RS1,00032138,Medical Incident,04/17/2000,04/17/2000,04/17/2000 01:16:15 PM,04/17/2000 01:17:38 PM,04/17/2000 01:20:23 PM,04/17/2000 01:22:27 PM,04/17/2000 01:24:35 PM,,,Other,04/17/2000 01:33:32 PM,900 Block of MARKET ST,SF,94103,B03,01,2247,3,3,3,true,,1,RESCUE SQUAD,1,3,6,South of Market,"(37.7835699386918, -122.408421116922)",001080154-RS1
001080155,E32,00032139,Medical Incident,04/17/2000,04/17/2000,04/17/2000 01:21:57 PM,04/17/2000 01:23:23 PM,04/17/2000 01:23:41 PM,04/17/2000 01:25:17 PM,04/17/2000 01:27:50 PM,,,Other,04/17/2000 01:36:13 PM,100 Block of MOFFITT ST,SF,94131,B06,26,8152,3,3,3,false,,1,ENGINE,1,6,8,Glen Park,"(37.7370707422577, -122.432876744063)",001080155-E32
001080156,E08,00032140,Other,04/17/2000,04/17/2000,04/17/2000 01:22:05 PM,04/17/2000 01:23:47 PM,04/17/2000 01:24:57 PM,04/17/2000 01:26:01 PM,04/17/2000 01:28:19 PM,,,Other,04/17/2000 01:43:04 PM,600 Block of HARRISON ST,SF,94107,B03,08,2151,3,3,3,false,,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7836226300515, -122.395934034616)",001080156-E08
001080158,M18,00032142,Medical Incident,04/17/2000,04/17/2000,04/17/2000 01:26:06 PM,04/17/2000 01:28:07 PM,04/17/2000 01:30:03 PM,04/17/2000 01:31:08 PM,04/17/2000 01:34:42 PM,,,Other,04/17/2000 02:02:22 PM,2200 Block of GREAT HWY,SF,94116,B08,23,7727,2,2,2,true,,1,MEDIC,1,8,4,Sunset/Parkside,"(37.7444693274003, -122.507247609437)",001080158-M18
001080159,A641,00032143,Medical Incident,04/17/2000,04/17/2000,04/17/2000 01:27:17 PM,04/17/2000 01:28:50 PM,04/17/2000 01:31:56 PM,04/17/2000 01:32:48 PM,,,,Other,04/17/2000 01:52:12 PM,TAYLOR ST/TURK ST,SF,94102,B03,01,1365,1,1,2,false,,1,PRIVATE,1,3,6,Tenderloin,"(37.7832143109759, -122.410764828365)",001080159-A641
001080160,RS2,00032144,Medical Incident,04/17/2000,04/17/2000,04/17/2000 01:30:48 PM,04/17/2000 01:32:50 PM,04/17/2000 01:33:06 PM,04/17/2000 01:35:03 PM,04/17/2000 01:35:24 PM,,,Other,04/17/2000 01:51:45 PM,2600 Block of MISSION ST,SF,94110,B06,07,5472,3,3,3,false,,1,RESCUE SQUAD,1,6,9,Mission,"(37.7546325890357, -122.41873973942)",001080160-RS2
001080161,E16,00032145,Medical Incident,04/17/2000,04/17/2000,04/17/2000 01:36:37 PM,04/17/2000 01:38:32 PM,04/17/2000 01:39:01 PM,04/17/2000 01:40:58 PM,04/17/2000 01:42:36 PM,,,Other,04/17/2000 01:49:07 PM,1500 Block of FILBERT ST,SF,94123,B04,04,3146,3,3,3,false,,1,ENGINE,2,4,2,Marina,"(37.7993258680494, -122.424981100027)",001080161-E16
001080162,M08,00032146,Medical Incident,04/17/2000,04/17/2000,04/17/2000 01:41:42 PM,04/17/2000 01:42:10 PM,04/17/2000 01:42:23 PM,04/17/2000 01:45:13 PM,04/17/2000 01:47:04 PM,04/17/2000 01:58:15 PM,04/17/2000 02:09:21 PM,Other,04/17/2000 02:27:36 PM,200 Block of 8TH ST,SF,94103,B02,27,2322,3,3,3,true,,1,MEDIC,1,2,6,South of Market,"(37.7760463471271, -122.41128875661)",001080162-M08
001080163,83,00032147,Medical Incident,04/17/2000,04/17/2000,04/17/2000 01:47:27 PM,04/17/2000 01:48:56 PM,04/17/2000 01:49:19 PM,,04/17/2000 01:56:27 PM,04/17/2000 02:14:56 PM,,Other,04/17/2000 03:04:53 PM,1300 Block of BATTERY ST,SF,94111,B01,13,0927,3,3,3,false,,1,MEDIC,2,1,3,Financial District/South Beach,"(37.8036788477927, -122.402003404884)",001080163-83
001080163,E13,00032147,Medical Incident,04/17/2000,04/17/2000,04/17/2000 01:47:27 PM,04/17/2000 01:48:56 PM,04/17/2000 01:49:19 PM,04/17/2000 01:50:15 PM,04/17/2000 01:52:35 PM,,,Other,04/17/2000 02:03:16 PM,1300 Block of BATTERY ST,SF,94111,B01,13,0927,3,3,3,false,,1,ENGINE,1,1,3,Financial District/South Beach,"(37.8036788477927, -122.402003404884)",001080163-E13
001080164,E28,00032148,Alarms,04/17/2000,04/17/2000,04/17/2000 01:48:03 PM,04/17/2000 01:49:55 PM,04/17/2000 01:50:19 PM,04/17/2000 01:51:31 PM,,,,Other,04/17/2000 01:54:07 PM,500 Block of CALIFORNIA ST,SF,94104,B01,13,1234,3,3,3,false,,1,ENGINE,2,1,3,Financial District/South Beach,"(37.7927299343809, -122.40328650281)",001080164-E28
001080165,RS2,00032149,Medical Incident,04/17/2000,04/17/2000,04/17/2000 01:53:36 PM,04/17/2000 01:54:58 PM,04/17/2000 01:55:29 PM,04/17/2000 01:56:01 PM,04/17/2000 01:58:13 PM,,,Other,04/17/2000 02:05:01 PM,15TH ST/SOUTH VAN NESS AV,SF,94103,B02,07,5225,3,3,3,false,,1,RESCUE SQUAD,1,2,9,Mission,"(37.7668052440942, -122.417645453705)",001080165-RS2
001080168,E29,00032152,Medical Incident,04/17/2000,04/17/2000,04/17/2000 02:05:55 PM,04/17/2000 02:06:57 PM,04/17/2000 02:08:06 PM,04/17/2000 02:08:31 PM,04/17/2000 02:11:19 PM,,,Other,04/17/2000 02:27:14 PM,400 Block of 7TH ST,SF,94103,B03,27,0231,3,3,3,true,,1,ENGINE,1,3,6,South of Market,"(37.7746534767072, -122.405118197249)",001080168-E29
001080169,E38,00032153,Medical Incident,04/17/2000,04/17/2000,04/17/2000 02:07:12 PM,04/17/2000 02:08:41 PM,04/17/2000 02:09:09 PM,04/17/2000 02:10:04 PM,04/17/2000 02:11:36 PM,,,Other,04/17/2000 02:16:19 PM,1900 Block of SUTTER ST,SF,94115,B04,38,3542,3,3,3,false,,1,ENGINE,1,4,5,Japantown,"(37.7862086748826, -122.431863773945)",001080169-E38
001080170,M10,00032154,Medical Incident,04/17/2000,04/17/2000,04/17/2000 02:16:46 PM,04/17/2000 02:18:23 PM,04/17/2000 02:18:47 PM,04/17/2000 02:25:39 PM,04/17/2000 02:29:03 PM,04/17/2000 02:55:05 PM,04/17/2000 03:03:36 PM,Other,04/17/2000 03:37:17 PM,1600 Block of SUTTER ST,SF,94109,B04,38,3324,3,3,3,true,,1,MEDIC,2,4,5,Japantown,"(37.78676442656, -122.427490271072)",001080170-M10
001080171,E36,00032155,Medical Incident,04/17/2000,04/17/2000,04/17/2000 02:18:09 PM,04/17/2000 02:18:31 PM,04/17/2000 02:20:19 PM,04/17/2000 02:21:03 PM,04/17/2000 02:22:22 PM,,,Other,04/17/2000 02:36:03 PM,OAK ST/OCTAVIA ST,SF,94102,B02,36,3266,3,3,3,false,,1,ENGINE,1,2,5,Hayes Valley,"(37.7748247940204, -122.42413649936)",001080171-E36
001080172,T01,00032156,Medical Incident,04/17/2000,04/17/2000,04/17/2000 02:18:03 PM,04/17/2000 02:19:04 PM,04/17/2000 02:21:08 PM,,04/17/2000 02:26:35 PM,,,Other,04/17/2000 02:36:57 PM,OFARRELL ST/POLK ST,SF,94109,B01,01,1363,3,3,3,true,,1,TRUCK,1,4,6,Tenderloin,"(37.7849602595618, -122.419547854942)",001080172-T01
180190049,67,18007909,Medical Incident,01/19/2018,01/18/2018,01/19/2018 12:19:22 AM,01/19/2018 12:22:07 AM,01/19/2018 12:24:16 AM,01/19/2018 12:25:07 AM,01/19/2018 12:29:57 AM,01/19/2018 12:55:01 AM,01/19/2018 01:12:34 AM,Code 2 Transport,01/19/2018 01:49:16 AM,2100 Block of WASHINGTON ST,San Francisco,94109,B04,38,3331,2,3,3,true,Non Life-threatening,1,MEDIC,2,4,2,Pacific Heights,"(37.79237522924862, -122.42863662869706)",180190049-67
001080178,E07,00032162,Other,04/17/2000,04/17/2000,04/17/2000 02:34:24 PM,04/17/2000 02:35:37 PM,04/17/2000 02:35:55 PM,04/17/2000 02:37:14 PM,04/17/2000 02:40:13 PM,,,Other,04/17/2000 02:51:42 PM,200 Block of DOLORES ST,SF,94114,B02,06,5227,3,3,3,false,,1,ENGINE,1,2,8,Castro/Upper Market,"(37.765206751081, -122.426591616921)",001080178-E07
001080179,E43,00032163,Medical Incident,04/17/2000,04/17/2000,04/17/2000 02:44:08 PM,04/17/2000 02:46:14 PM,04/17/2000 02:46:41 PM,04/17/2000 02:48:00 PM,04/17/2000 02:50:21 PM,,,Other,04/17/2000 03:01:11 PM,200 Block of PARQUE DR,SF,94134,B09,43,6245,3,3,3,false,,1,ENGINE,1,9,10,Visitacion Valley,"(37.7099618824886, -122.422461821952)",001080179-E43
001080180,M09,00032164,Medical Incident,04/17/2000,04/17/2000,04/17/2000 02:45:41 PM,04/17/2000 02:46:54 PM,04/17/2000 02:47:34 PM,04/17/2000 02:48:53 PM,04/17/2000 02:54:56 PM,04/17/2000 03:17:32 PM,04/17/2000 03:49:03 PM,Other,04/17/2000 03:36:12 PM,700 Block of PERALTA AVE,SF,94110,B10,32,5722,3,3,3,true,,1,MEDIC,1,10,9,Bernal Heights,"(37.7409389672923, -122.408711110157)",001080180-M09
001080181,M43,00032166,Medical Incident,04/17/2000,04/17/2000,04/17/2000 02:46:46 PM,04/17/2000 02:47:24 PM,04/17/2000 02:49:42 PM,04/17/2000 02:50:13 PM,04/17/2000 03:01:25 PM,04/17/2000 03:11:38 PM,04/17/2000 03:29:26 PM,Other,04/17/2000 03:56:45 PM,3300 Block of 19TH AVE,SF,94132,B08,19,8725,1,1,2,true,,1,MEDIC,1,8,7,Lakeshore,"(37.7279706315988, -122.475054587688)",001080181-M43
001080184,E02,00032168,Medical Incident,04/17/2000,04/17/2000,04/17/2000 02:49:57 PM,04/17/2000 02:52:02 PM,04/17/2000 02:52:31 PM,04/17/2000 02:53:43 PM,04/17/2000 02:56:04 PM,,,Other,04/17/2000 03:03:09 PM,JACKSON ST/LEAVENWORTH ST,SF,94109,B01,41,1535,3,3,3,false,,1,ENGINE,1,1,3,Nob Hill,"(37.794777285991, -122.416472748434)",001080184-E02
001080186,E13,00032169,Alarms,04/17/2000,04/17/2000,04/17/2000 02:51:59 PM,04/17/2000 02:52:23 PM,04/17/2000 02:53:16 PM,04/17/2000 02:54:26 PM,04/17/2000 02:55:00 PM,,,Other,04/17/2000 02:56:46 PM,0 Block of OSGOOD PL,SF,94133,B01,13,1212,3,3,3,false,,1,ENGINE,1,1,3,North Beach,"(37.7978686302732, -122.402912423206)",001080186-E13
001080187,RS1,00032171,Medical Incident,04/17/2000,04/17/2000,04/17/2000 02:53:31 PM,04/17/2000 02:55:00 PM,04/17/2000 02:55:41 PM,,,,,Other,04/17/2000 02:56:43 PM,200 Block of ELLIS ST,SF,94102,B03,01,1366,3,3,3,true,,1,RESCUE SQUAD,3,3,6,Tenderloin,"(37.7851245205483, -122.410307742137)",001080187-RS1
001080190,M08,00032173,Medical Incident,04/17/2000,04/17/2000,04/17/2000 02:57:40 PM,04/17/2000 02:59:01 PM,04/17/2000 02:59:36 PM,04/17/2000 03:04:13 PM,04/17/2000 03:06:42 PM,04/17/2000 03:35:44 PM,04/17/2000 03:46:50 PM,Other,04/17/2000 04:17:11 PM,0 Block of 6TH ST,SF,94103,B03,01,2248,3,3,3,false,,1,MEDIC,2,3,6,South of Market,"(37.7816150265786, -122.40942036456)",001080190-M08
001080190,M36,00032173,Medical Incident,04/17/2000,04/17/2000,04/17/2000 02:57:40 PM,04/17/2000 02:59:01 PM,04/17/2000 02:59:36 PM,,,,,Other,,0 Block of 6TH ST,SF,94103,B03,01,2248,3,3,3,true,,1,MEDIC,3,3,6,South of Market,"(37.7816150265786, -122.40942036456)",001080190-M36
001080191,E18,00032174,Structure Fire,04/17/2000,04/17/2000,04/17/2000 03:07:56 PM,04/17/2000 03:09:22 PM,04/17/2000 03:09:29 PM,04/17/2000 03:10:27 PM,04/17/2000 03:14:02 PM,,,Other,04/17/2000 03:21:47 PM,1300 Block of 25TH AVE,SF,94122,B08,22,7452,3,3,3,true,,1,ENGINE,2,8,4,Sunset/Parkside,"(37.7623510063353, -122.483419246846)",001080191-E18
001080191,E23,00032174,Structure Fire,04/17/2000,04/17/2000,04/17/2000 03:07:56 PM,04/17/2000 03:09:22 PM,04/17/2000 03:09:29 PM,04/17/2000 03:13:18 PM,04/17/2000 03:13:39 PM,,,Other,04/17/2000 03:40:24 PM,1300 Block of 25TH AVE,SF,94122,B08,22,7452,3,3,3,false,,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7623510063353, -122.483419246846)",001080191-E23
001080192,E15,00032175,Medical Incident,04/17/2000,04/17/2000,04/17/2000 03:13:22 PM,04/17/2000 03:15:26 PM,04/17/2000 03:16:10 PM,04/17/2000 03:17:21 PM,04/17/2000 03:19:41 PM,,,Other,04/17/2000 03:31:05 PM,0 Block of MANOR DR,SF,94127,B09,15,8455,3,3,3,false,,1,ENGINE,1,9,7,West of Twin Peaks,"(37.7273033225073, -122.464630527137)",001080192-E15
001080192,M12,00032175,Medical Incident,04/17/2000,04/17/2000,04/17/2000 03:13:22 PM,04/17/2000 03:15:26 PM,04/17/2000 03:16:10 PM,,04/17/2000 03:25:43 PM,,04/17/2000 03:56:01 PM,Other,04/17/2000 04:10:11 PM,0 Block of MANOR DR,SF,94127,B09,15,8455,3,3,3,false,,1,MEDIC,2,9,7,West of Twin Peaks,"(37.7273033225073, -122.464630527137)",001080192-M12
001080193,A837,00032176,Medical Incident,04/17/2000,04/17/2000,04/17/2000 03:15:55 PM,04/17/2000 03:18:16 PM,04/17/2000 03:20:14 PM,04/17/2000 03:22:39 PM,04/17/2000 03:30:09 PM,,,Other,04/17/2000 04:11:20 PM,FILLMORE ST/JACKSON ST,SF,94115,B04,38,3545,2,2,2,false,,1,PRIVATE,1,4,2,Pacific Heights,"(37.7924716369741, -122.434557722228)",001080193-A837
001080196,RA13,00032179,Medical Incident,04/17/2000,04/17/2000,04/17/2000 03:27:12 PM,04/17/2000 03:27:59 PM,04/17/2000 03:30:38 PM,04/17/2000 03:32:29 PM,04/17/2000 03:38:11 PM,04/17/2000 03:53:55 PM,04/17/2000 04:14:55 PM,Other,04/17/2000 04:27:36 PM,800 Block of MARKET ST,SF,94102,B03,01,2209,1,1,2,false,,1,AIRPORT,1,3,3,Tenderloin,"(37.7843455364627, -122.407785146121)",001080196-RA13
001080197,M15,00032180,Medical Incident,04/17/2000,04/17/2000,04/17/2000 03:28:33 PM,04/17/2000 03:29:27 PM,04/17/2000 03:31:24 PM,04/17/2000 03:37:33 PM,04/17/2000 03:42:33 PM,,,Other,04/17/2000 04:12:21 PM,0 Block of EXETER ST,SF,94124,B10,44,6326,1,1,2,false,,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.7221852157054, -122.398743727923)",001080197-M15
001080200,E11,00032183,Medical Incident,04/17/2000,04/17/2000,04/17/2000 03:35:58 PM,04/17/2000 03:37:56 PM,04/17/2000 03:38:18 PM,04/17/2000 03:38:58 PM,04/17/2000 03:41:10 PM,,,Other,04/17/2000 03:51:41 PM,400 Block of DUNCAN ST,SF,94131,B06,11,5552,3,3,3,false,,1,ENGINE,1,6,8,Noe Valley,"(37.7458488621105, -122.430056459798)",001080200-E11
001080201,M36,00032184,Medical Incident,04/17/2000,04/17/2000,04/17/2000 03:39:03 PM,04/17/2000 03:39:40 PM,04/17/2000 03:39:54 PM,04/17/2000 03:46:51 PM,04/17/2000 03:54:01 PM,04/17/2000 04:16:13 PM,04/17/2000 04:27:42 PM,Other,04/17/2000 04:52:49 PM,100 Block of SWEENY ST,SF,94134,B10,42,6365,E,E,3,true,,1,MEDIC,2,10,9,Portola,"(37.7328823085371, -122.408382481285)",001080201-M36
001080202,T13,00032185,Elevator / Escalator Rescue,04/17/2000,04/17/2000,04/17/2000 03:42:23 PM,04/17/2000 03:43:21 PM,04/17/2000 03:43:30 PM,04/17/2000 03:44:22 PM,04/17/2000 03:44:58 PM,,,Other,04/17/2000 04:06:20 PM,800 Block of SANSOME ST,SF,94133,B01,13,1212,3,3,3,false,,1,TRUCK,1,1,3,North Beach,"(37.7979585906161, -122.402203152588)",001080202-T13
001080203,B07,00032186,Alarms,04/17/2000,04/17/2000,04/17/2000 03:39:54 PM,04/17/2000 03:43:48 PM,04/17/2000 03:44:04 PM,04/17/2000 03:45:48 PM,04/17/2000 03:46:39 PM,,,Other,04/17/2000 03:48:35 PM,42ND AV/CLEMENT ST,SF,94121,B07,34,7265,3,3,3,false,,1,CHIEF,1,7,1,Outer Richmond,"(37.7811767662376, -122.503086452632)",001080203-B07
001080203,E34,00032186,Alarms,04/17/2000,04/17/2000,04/17/2000 03:39:54 PM,04/17/2000 03:43:48 PM,04/17/2000 03:44:04 PM,,,,,Other,04/17/2000 03:48:35 PM,42ND AV/CLEMENT ST,SF,94121,B07,34,7265,3,3,3,false,,1,ENGINE,2,7,1,Outer Richmond,"(37.7811767662376, -122.503086452632)",001080203-E34
001080204,83,00032187,Medical Incident,04/17/2000,04/17/2000,04/17/2000 03:45:54 PM,04/17/2000 03:46:34 PM,04/17/2000 03:47:05 PM,04/17/2000 03:48:54 PM,,04/17/2000 04:02:04 PM,04/17/2000 04:29:47 PM,Other,04/17/2000 05:06:47 PM,PIERCE ST/POST ST,SF,94115,B04,05,3622,3,3,3,false,,1,MEDIC,4,4,5,Japantown,"(37.7847360663022, -122.436368357763)",001080204-83
001080205,A933,00032188,Medical Incident,04/17/2000,04/17/2000,04/17/2000 03:48:37 PM,04/17/2000 03:51:54 PM,04/17/2000 03:52:29 PM,04/17/2000 03:56:51 PM,04/17/2000 04:17:38 PM,04/17/2000 04:21:36 PM,04/17/2000 04:34:33 PM,Other,04/17/2000 04:54:14 PM,300 Block of THORNTON AVE,SF,94124,B10,17,6513,3,3,3,false,,1,PRIVATE,2,10,10,Bayview Hunters Point,"(37.7312476094167, -122.396011842026)",001080205-A933
001080205,E17,00032188,Medical Incident,04/17/2000,04/17/2000,04/17/2000 03:48:37 PM,04/17/2000 03:51:54 PM,04/17/2000 03:52:29 PM,04/17/2000 03:53:39 PM,04/17/2000 03:55:58 PM,,,Other,04/17/2000 04:11:01 PM,300 Block of THORNTON AVE,SF,94124,B10,17,6513,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7312476094167, -122.396011842026)",001080205-E17
001080206,B03,00032189,Alarms,04/17/2000,04/17/2000,04/17/2000 03:54:39 PM,04/17/2000 03:55:19 PM,04/17/2000 03:55:40 PM,04/17/2000 03:56:48 PM,,,,Other,04/17/2000 04:00:36 PM,0 Block of 4TH ST,SF,94103,B03,01,2212,3,3,3,true,,1,CHIEF,3,3,6,Financial District/South Beach,"(37.7851251468157, -122.404965960872)",001080206-B03
001080206,E13,00032189,Alarms,04/17/2000,04/17/2000,04/17/2000 03:54:39 PM,04/17/2000 03:55:19 PM,04/17/2000 03:55:40 PM,04/17/2000 03:56:49 PM,04/17/2000 03:58:58 PM,,,Other,04/17/2000 04:03:14 PM,0 Block of 4TH ST,SF,94103,B03,01,2212,3,3,3,false,,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7851251468157, -122.404965960872)",001080206-E13
001080207,M43,00032190,Medical Incident,04/17/2000,04/17/2000,04/17/2000 03:56:03 PM,04/17/2000 03:57:56 PM,04/17/2000 03:58:26 PM,04/17/2000 03:58:43 PM,04/17/2000 04:08:00 PM,,,Other,04/17/2000 04:18:08 PM,1700 Block of OAKDALE AVE,SF,94124,B10,17,6471,3,3,3,true,,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7361501388469, -122.393193484019)",001080207-M43
001080208,E09,00032191,Medical Incident,04/17/2000,04/17/2000,04/17/2000 03:58:08 PM,04/17/2000 04:00:28 PM,04/17/2000 04:01:50 PM,04/17/2000 04:02:53 PM,04/17/2000 04:05:56 PM,,,Other,04/17/2000 04:22:26 PM,1500 Block of QUESADA AVE,SF,94124,B10,17,6535,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7317161358979, -122.388705102774)",001080208-E09
001080209,RA32,00032193,Medical Incident,04/17/2000,04/17/2000,04/17/2000 04:11:09 PM,04/17/2000 04:12:31 PM,04/17/2000 04:16:23 PM,04/17/2000 04:19:15 PM,,,,Other,04/17/2000 05:29:14 PM,3500 Block of 19TH ST,SF,94110,B06,07,5434,1,1,2,false,,1,AIRPORT,1,6,8,Mission,"(37.7600213594043, -122.421836479489)",001080209-RA32
001080210,E03,00032192,Structure Fire,04/17/2000,04/17/2000,04/17/2000 04:09:54 PM,04/17/2000 04:12:46 PM,04/17/2000 04:12:52 PM,,,,,Other,04/17/2000 04:16:43 PM,JONES ST/TURK ST,SF,94102,B03,01,1456,3,3,3,true,,1,ENGINE,1,2,6,Tenderloin,"(37.783004077677, -122.412411747482)",001080210-E03
001080211,M02,00032194,Medical Incident,04/17/2000,04/17/2000,04/17/2000 04:15:02 PM,04/17/2000 04:15:28 PM,04/17/2000 04:18:08 PM,04/17/2000 04:21:23 PM,04/17/2000 04:26:29 PM,,,Other,04/17/2000 04:38:55 PM,FILBERT ST/WEBSTER ST,SF,94123,B04,16,3462,2,2,2,true,,1,MEDIC,1,4,2,Marina,"(37.7982300695632, -122.434035701726)",001080211-M02
001080212,M14,00032195,Medical Incident,04/17/2000,04/17/2000,04/17/2000 04:22:28 PM,04/17/2000 04:23:47 PM,04/17/2000 04:24:42 PM,04/17/2000 04:26:09 PM,04/17/2000 04:32:57 PM,04/17/2000 05:32:34 PM,04/17/2000 05:41:17 PM,Other,04/17/2000 06:00:13 PM,20TH AV/IRVING ST,SF,94122,B08,22,7425,1,1,2,true,,1,MEDIC,1,8,4,Sunset/Parkside,"(37.763514759084, -122.478190825777)",001080212-M14
001080213,M09,00032196,Medical Incident,04/17/2000,04/17/2000,04/17/2000 04:24:15 PM,04/17/2000 04:25:29 PM,04/17/2000 04:25:41 PM,04/17/2000 04:26:10 PM,04/17/2000 04:28:35 PM,04/17/2000 04:47:57 PM,04/17/2000 04:52:57 PM,Other,04/17/2000 05:13:57 PM,24TH ST/FOLSOM ST,SF,94110,B06,07,5526,3,3,3,true,,1,MEDIC,1,6,9,Mission,"(37.7525060662321, -122.414086032423)",001080213-M09
001080214,RA38,00032200,Medical Incident,04/17/2000,04/17/2000,04/17/2000 04:26:11 PM,04/17/2000 04:29:41 PM,04/17/2000 04:35:51 PM,04/17/2000 04:36:09 PM,04/17/2000 04:41:32 PM,04/17/2000 04:47:48 PM,04/17/2000 04:53:06 PM,Other,04/17/2000 04:57:43 PM,200 Block of TURK ST,SF,94102,B03,01,1456,1,1,2,true,,1,AIRPORT,1,2,6,Tenderloin,"(37.7829534931348, -122.413243748735)",001080214-RA38
001080215,B05,00032197,Structure Fire,04/17/2000,04/17/2000,04/17/2000 04:30:07 PM,04/17/2000 04:30:11 PM,04/17/2000 04:30:20 PM,04/17/2000 04:31:07 PM,04/17/2000 04:46:09 PM,,,Other,04/17/2000 05:09:57 PM,2700 Block of SACRAMENTO ST,SF,94115,B04,38,3652,3,3,3,false,,1,CHIEF,11,4,2,Pacific Heights,"(37.7893692243324, -122.438150656399)",001080215-B05
001080215,D2,00032197,Structure Fire,04/17/2000,04/17/2000,04/17/2000 04:30:07 PM,04/17/2000 04:30:11 PM,04/17/2000 04:30:20 PM,04/17/2000 04:31:30 PM,04/17/2000 04:34:33 PM,,,Other,04/17/2000 05:52:32 PM,2700 Block of SACRAMENTO ST,SF,94115,B04,38,3652,3,3,3,false,,1,CHIEF,5,4,2,Pacific Heights,"(37.7893692243324, -122.438150656399)",001080215-D2
001080215,E38,00032197,Structure Fire,04/17/2000,04/17/2000,04/17/2000 04:30:07 PM,04/17/2000 04:30:11 PM,04/17/2000 04:30:20 PM,04/17/2000 04:31:29 PM,04/17/2000 04:32:51 PM,,,Other,04/17/2000 06:34:33 PM,2700 Block of SACRAMENTO ST,SF,94115,B04,38,3652,3,3,3,false,,1,ENGINE,1,4,2,Pacific Heights,"(37.7893692243324, -122.438150656399)",001080215-E38
001080215,T10,00032197,Structure Fire,04/17/2000,04/17/2000,04/17/2000 04:30:07 PM,04/17/2000 04:30:11 PM,04/17/2000 04:30:20 PM,04/17/2000 04:31:30 PM,04/17/2000 04:34:11 PM,,,Other,04/17/2000 05:55:45 PM,2700 Block of SACRAMENTO ST,SF,94115,B04,38,3652,3,3,3,false,,1,TRUCK,3,4,2,Pacific Heights,"(37.7893692243324, -122.438150656399)",001080215-T10
001080216,E06,00032198,Structure Fire,04/17/2000,04/17/2000,04/17/2000 04:29:54 PM,04/17/2000 04:31:57 PM,04/17/2000 04:32:06 PM,04/17/2000 04:33:33 PM,,,,Other,04/17/2000 04:37:06 PM,PIERCE ST/SACRAMENTO ST,SF,94115,B04,38,3652,3,3,3,false,,1,ENGINE,1,4,2,Pacific Heights,"(37.7894216306873, -122.437318569396)",001080216-E06
001080217,E36,00032199,Medical Incident,04/17/2000,04/17/2000,04/17/2000 04:33:37 PM,04/17/2000 04:34:16 PM,04/17/2000 04:34:41 PM,,04/17/2000 04:39:26 PM,,,Other,04/17/2000 04:41:24 PM,BUCHANAN ST/HAIGHT ST,SF,94102,B02,36,3422,3,3,3,false,,1,ENGINE,1,2,5,Hayes Valley,"(37.7725249164932, -122.427158446599)",001080217-E36
001080218,E19,00032201,Vehicle Fire,04/17/2000,04/17/2000,04/17/2000 04:37:36 PM,04/17/2000 04:37:55 PM,04/17/2000 04:38:08 PM,04/17/2000 04:40:31 PM,,,,Other,04/17/2000 04:48:27 PM,JUNIPERO SERRA BL/OCEAN AV,SF,94127,B08,19,8452,3,3,3,false,,1,ENGINE,1,8,7,West of Twin Peaks,"(37.7312055048522, -122.472160323543)",001080218-E19
001080221,M01,00032204,Medical Incident,04/17/2000,04/17/2000,04/17/2000 04:44:40 PM,04/17/2000 04:45:10 PM,04/17/2000 04:45:36 PM,04/17/2000 04:47:24 PM,04/17/2000 04:49:35 PM,04/17/2000 05:18:46 PM,04/17/2000 05:43:45 PM,Other,04/17/2000 05:48:52 PM,200 Block of EDDY ST,SF,94102,B03,01,1453,3,3,3,true,,1,MEDIC,3,3,6,Tenderloin,"(37.7839825587491, -122.411762530716)",001080221-M01
001080222,M17,00032207,Medical Incident,04/17/2000,04/17/2000,04/17/2000 04:44:26 PM,04/17/2000 04:45:30 PM,04/17/2000 04:53:11 PM,04/17/2000 04:54:30 PM,04/17/2000 05:14:08 PM,04/17/2000 05:42:05 PM,04/17/2000 05:43:17 PM,Other,04/17/2000 06:44:09 PM,0 Block of DESMOND ST,SF,94134,B10,44,6255,1,1,2,true,,1,MEDIC,1,9,10,Visitacion Valley,"(37.7111286832636, -122.404940918724)",001080222-M17
